Topic,Count,Name,Representation,Representative_Docs
1219,20,1219_miss_godzilla_zros43zngu_devoutmormon,"['miss', 'godzilla', 'zros43zngu', 'devoutmormon', 'zcrlcqjbvh', 'mneqayr98x', 'bzdgrlubvj', 'fellas', 'jwilliamjames', 'swells']","['I miss gay sex 😢', 'I did miss my gay my friends', 'You know what I miss. I miss pussy (says no gay ever)']"
1220,20,1220_porn_pornhub_xnxx_vfqe7pyapb,"['porn', 'pornhub', 'xnxx', 'vfqe7pyapb', 'iolhgnogzr', 'iru68vsebe', 'jaywalker1983', '86fiib4fio', 'sfmge8jgjx', 'sexualbanditt']","['When I’m searching for black porn I wanna see black ... not interracial. Y’all can’t even respect us enough in porn.', 'We need more black girls and Asian girls in porn', 'Can we get more black porn too...']"
1221,20,1221_beauty_lxcase_femmefatalebih_sfm,"['beauty', 'lxcase', 'femmefatalebih', 'sfm', 'tanerelle', 'allure_magazine', '9gqcxazw2t', '6uggp8dnkn', 'herapatra', 'rarebeauty']","['@femmefatalebih @maiyasimone @nazmraz Girl do you KNOW what black face is 😂😂😂😂😂😂 its used to negatively bash people… https://t.co/mcHugToeom', '#QuaranTune @LanaDelRey  black beauty. #np', 'gonna be highlighting black beauty from now on.']"
1222,20,1222_michigan_a7arp8xbkw_z7yhxkgmx9_bcqlenv1vk,"['michigan', 'a7arp8xbkw', 'z7yhxkgmx9', 'bcqlenv1vk', 'mls1776', 'zp5t12w2oh', 'burnthesystemtotheground', 'ex9vrzs6v4', 'hzxmaxuo9m', 'kentuckyentwife']","['Ohio &amp; Michigan protests https://t.co/KUDZogMABd', 'Your protests in Michigan have now jumped the shark....\n\n#COVIDIOTS', 'So I’m from Michigan a state where the citizens protest their own safety because they are bored what a bunch of idiots I’m glad I left']"
1223,20,1223_quit_leaving_cnvfgdvtsj__ivyclaire,"['quit', 'leaving', 'cnvfgdvtsj', '_ivyclaire', 'angellxz', 'wawbiq39tf', 'tmmrw', 'hounding', 'servin', 'leave']","[""I quit again. \n\nHappily this time.\n\nSince hoe ass niggas love attacking my friends, I'll be Joan of Arc on Twitter.… https://t.co/WaWBiQ39TF"", '@angellxz nigga I’ll quit witchu Tmmrw.', '@_ivyclaire Lmao I quit after my 3rd try, cause niggas was hounding me. At this point imma get a glass blunt']"
1224,20,1224_survivors_assault_denim_denimday,"['survivors', 'assault', 'denim', 'denimday', 'sexual', 'april', 'ywca', 'gamma', 'rho', 'gla']","['April is sexual assault awareness month and today I’m wearing denim to stand in solidarity with fellow survivors.… https://t.co/tAQwgcsElI', 'April is sexual assault Awareness Month. Sigma Gamma Rho Sorority, Inc. is standing in solidarity to help bring att… https://t.co/ygPtzJcjKt', 'April is sexual assault Awareness Month. Sigma Gamma Rho Sorority, Inc. is standing in solidarity to help bring att… https://t.co/Aual5oTVSC']"
1225,20,1225_perseverance_empowered_0kriad0idv_jkvrx4krbv,"['perseverance', 'empowered', '0kriad0idv', 'jkvrx4krbv', 'annaeus', 'zjgalvan', 'bwnvuoh567', 'christianopoulos', 'cjwqd6oh04', 'conqueror']","['""We will either find a way or make one."" ~ General Hannibal\n.\n.\n.\n#intentionally #perseverance #empowered #trans… https://t.co/mmvm9lG6p0', '""You can\'t be hesitant about who you are."" ~ @violadavis \n.\n.\n.\n#intentionally #perseverance #empowered #trans… https://t.co/bWnvUOH567', '“Sometimes even to live is an act of courage.” -Marcus Annaeus Seneca \n#mesyrm  #fashionstyle #streetwear #latino… https://t.co/nU8wxakGDz']"
1226,20,1226_hike_hiking_trail_hikes,"['hike', 'hiking', 'trail', 'hikes', 'adventure', 'shaybares_xxx', 'cdfflck524', 'no10trnall', 'socksaturday', 'cfly4hqvkt']","['Sunday hike @griffithobservatory #rootcausewellness #hike #fitness #gay #boyfriend #love #sun #trail #sunday… https://t.co/hnCm6wP2r9', 'The pictures really doesnt do justice in this hike.  This hike was amazing @ Tujunga Trail Falls https://t.co/U3vM2Qw4vB', ""Today's hike 🌅 ☺️\n#hike #hiking #socal #gay #queer #lgbt #lgbtq #gaymer #hairy #hairybody #versatile #boxers… https://t.co/OVacKtmFGP""]"
1227,20,1227_mental_health_zvycmx5j5l_prescribing,"['mental', 'health', 'zvycmx5j5l', 'prescribing', 'cance', 'fyzedrbyzr', '3jggs9wn7c', 'numuwjyfju', 'nfum8llbyi', 'cdn8ld1m3h']","['Having mental health services in the black community matters', 'Same. It’s why I fight so hard for the mental health of the black community.', 'Being the only black person in my family really fucks with my mental health']"
1228,20,1228_stressed_stress_stressing_stressfullllll,"['stressed', 'stress', 'stressing', 'stressfullllll', 'tayquan', 'kohl', 'miscellaneous', 'intensify', 'stressin', 'ck']","['You niggas tf now we all stressed out', 'I just know you be having niggas stressed out😂😂', 'Because you stressed nigga']"
1229,20,1229_labor_china_slave_camps,"['labor', 'china', 'slave', 'camps', 'kbsalsaud', 'arifcrafiq', 'kingjames', '1xvsskpthr', 'shan4vp', 'etw3aqksmg']","[""All on the backs of slave labor in China, don't forget that part."", 'as pessoas ah pq na china eles trabalham pra ganhar 2 dolares por hora eh escravidão \n(o brasileiro q recebe 1.045… https://t.co/pO4xHJ71Su', '@MBaoshi @ThoughtsTweter @kbsalsaud @ArifCRafiq Why are you becoming Chinese slaves? \n\nThis is how a slave nation l… https://t.co/1xvSsKpTHr']"
1230,20,1230_church_churches_assemble_johnmacarthur,"['church', 'churches', 'assemble', 'johnmacarthur', 'wavfo118yf', 'dl20kapy8d', 'bienvenido', 'garra', 'bakersvillewill', '6w1hp1iiz3']","['@time4actionjack @BakersvilleWill @toddstarnes @KamVTV @johnmacarthur We have to all go there in the Church and protest', 'Bienvenido Jesus David!\nDefiende la causa negro y oro con garra y pasion.\nLos @district9ultras te recibimos con los… https://t.co/6W1HP1iiZ3', '@latimes How stupid except for church and protests 😂😂']"
1231,20,1231_pleas_trending_longer_breonna,"['pleas', 'trending', 'longer', 'breonna', 'taylor', 'murdered', 'free', 'name', 'plea', 'gixen6sqgh']","['Breonna Taylor’s name is no longer trending, and the police that murdered her are still free. If you see this pleas… https://t.co/6fe55iuH7r', 'Breonna Taylor’s name is no longer trending, and the police that murdered her are still free. If you see this pleas… https://t.co/6XaDvUs24O', 'Breonna Taylor’s name is no longer trending, and the police that murdered her are still free. If you see this pleas… https://t.co/L0K7B1uNkP']"
1232,20,1232_soc_tedlieu_obvious_however,"['soc', 'tedlieu', 'obvious', 'however', 'streets', 'amandionair', 'reason', 'realdonaldtrump', 'since', 'use']","['@tedlieu @realDonaldTrump Since we can go to streets to protest for obvious reason we can however, use the many soc… https://t.co/Wt2j6MGSlg', '@tedlieu @realDonaldTrump Since we can go to streets to protest for obvious reason we can however, use the many soc… https://t.co/VJABlNNPNl', '@tedlieu @realDonaldTrump Since we can go to streets to protest for obvious reason we can however, use the many soc… https://t.co/xpvA0eRpJs']"
1233,20,1233_owens_candace_quoting_16zjkocew0,"['owens', 'candace', 'quoting', '16zjkocew0', '3hrvmatsql', 'stacie', 'talkingteddd', 'shebaqueen1', 'vchjkcpgjm', 'vatechphidelt']","['Candace Owens is the Republicans’ token black person they use to justify their racism\n\nI said what I said', 'Candace Owens is a black woman who tells white racists they’re not racist... and that made her FAMOUS', 'Candace Owens is your only black friend']"
1234,19,1234_dobbs_blames_lou_churches,"['dobbs', 'blames', 'lou', 'churches', 'fox', 'murder', 'news', 'floyd', 'george', '7qg1sjhbtx']","[""@McDonalds Lou Dobbs on Fox News blames Black churches for the protests over George Floyd's murder. Do you not see… https://t.co/MX2GVHh61i"", ""@hulu Lou Dobbs on Fox News blames Black churches for the protests over George Floyd's murder. Do you not see how e… https://t.co/unklXK43D5"", ""@Disney Lou Dobbs on Fox News blames Black churches for the protests over George Floyd's murder. Do you not see how… https://t.co/nyJMjBVykB""]"
1235,19,1235_toledo_adam_chicago_13,"['toledo', 'adam', 'chicago', '13', 'bettie', 'thirteen', 'unarme', 'grassroots_law', 'charged', 'child']","['chicago police department: Chicago police should be charged with for killing 13 year old Adam Toledo. He was unarme… https://t.co/XHJQyO93Vx', 'All I know is Adam Toledo should be alive right now. You shouldn’t be a police officer if a 13 with his hands up scares you.', 'chicago police department: Chicago police should be charged with for killing 13 year old Adam Toledo.... https://t.co/azaBYQJUO6 via @Change']"
1236,19,1236_daylyt_topically_houseee_thaaa,"['daylyt', 'topically', 'houseee', 'thaaa', 'ketchy', 'clinch', 'yeaaa', '50k', 'underneath', 'deep']","['it’s 50 jumping out this 40 I dare a nigga to fake trip 😭 yeaaa ketchy', 'Daylyt the only nigga on my level topically', 'Naw because I’ll have to fuck a nigga up. Stay in thaaa houseee 😩']"
1237,19,1237_monique_ghetto_ghettowife_laquita,"['monique', 'ghetto', 'ghettowife', 'laquita', 'callme_simba_', 'bilalasssss', '9eramor', 'mfckineni', 'bvbyjae', 'sheneneh']","['Is anyone surprised that Monique is ghetto AF? Yes Candace asked for it but Monique is just low class. #RHOP', '@bilalasssss Pam always calling sheneneh and Laquita “ghetto” but she be having her ghetto moments too much! 🤣🤣🤣', '@ClutchChristine @9erAmor No no no it’s simple you can take the girl, lady out of the ghetto but you can’t take the… https://t.co/jtGdsh1l93']"
1238,19,1238_qanon_wwg1wga_een_0ld2nzjz6i,"['qanon', 'wwg1wga', 'een', '0ld2nzjz6i', 'lindaravays', 'zurenburger', 'de_nva', 'deo23ell34', 'deuk', 'geen']","['.@MikeGarcia2020 #redwave 5:5 #QAnon #Qanon #qanon #WWG1WGAWORLDWIDE #wwg1wga https://t.co/8MyzSKJ1De', '#QAnon #qanon [@businessinsider] QAnon #QANON 8+2+7 #Q Q=17 @IsraelQanon #wwg1wga @POTUS https://t.co/4S54H9l0sJ', 'QAnon @GenFlynn #qanon #wwg1wga #QAnon #Qanon #MAGA @POTUS 🕦 https://t.co/HCPsWZdVJb']"
1239,19,1239_2134_struung_igbo_treee_sama,"['2134', 'struung', 'igbo', 'treee_sama', 'hobbit', 'tjay', 'hahahahahaha', 'soulja', 'sicc', 'desi']","['2134 that nigga polo g is ass 😹😹', '@treee_sama Fuck yo nose, yo head longer than snake way nigga', 'BOuta watch the hobbit and take this chopper too the skull peace love dope niggas 🏁🏁🏁🏃🏾\u200d♀️🏃🏾\u200d♀️🏃🏾\u200d♀️']"
1240,19,1240_rooting_sue_everybody_ritzy,"['rooting', 'sue', 'everybody', 'ritzy', 'traderjosephina', 'vineyard', 'martha', 'bhm', 'rae', 'shaunking']","['Sue me I’m rooting for everybody that’s black', 'Sue me I’m rooting for everybody that’s black !', 'Sue I’m rooting for everybody that’s black']"
1241,19,1241_disability_disabled_inclusion_disabilities,"['disability', 'disabled', 'inclusion', 'disabilities', 'advocate', '01vh9wha8t', '9qiqmzdj9c', '95mxez5qou', '1fhuymwi54', 'zacks']","['Besides being a national leader on disability policy turned diversity and inclusion actor/advocate in Hollywood, I’… https://t.co/VKCRs8X476', 'As a person with a disability who’s also active in Hollywood with regard to diversity and disability inclusion, I c… https://t.co/1FHUYMwi54', 'Repost this to support disability inclusion in the entertainment industry! We can do this together! #disability… https://t.co/tkCahxUugG']"
1242,19,1242_clothing_boutiques_brands_owned,"['clothing', 'boutiques', 'brands', 'owned', 'boutique', 'clothes', 'tag', 'bralette', '5hfxmbw1of', 'lwgwuqvxj8']","['Where the black owned brands/clothing lines? Looking to collab', 'What are some of y’all fav LA black owned women’s clothing boutiques?', 'tag black owned clothing boutiques below for me💗']"
1243,19,1243_santaclaritavalley_silent_silenceiscompliance_silence,"['santaclaritavalley', 'silent', 'silenceiscompliance', 'silence', '0i7jkbk8qf', 'buildwithjoy', 'i7lmpb5tql', 'hearusroar', 'dhkuazu9qi', 'czz8ha5ukd']","['WE WILL NOT BE SILENT\n6.4.2020\n#blacklivesmatter\xa0 \n#santaclaritavalley \n#silenceiscompliance\n#santaclaritasheriffs… https://t.co/2sRhySHLV4', 'WE WILL NOT BE SILENT\n6.4.2020\n#blacklivesmatter \n.\n#santaclaritavalley \n.\n#silenceiscompliance \n.… https://t.co/QZDa6IXZle', 'WE WILL NOT BE SILENT\n6.4.2020\n#blacklivesmatter\xa0 \n.\n#santaclaritavalley \n.\n#silenceiscompliance \n.… https://t.co/dHkUAzu9qI']"
1244,19,1244_mental_health_mentalhealthmatters_stopthestigma,"['mental', 'health', 'mentalhealthmatters', 'stopthestigma', 'yhxsd1zao5', 'sousan', '9x9manital', 'evpfkmmo4c', 'p4m89w27eb', 'psychoact']","['Mental health is this generations scapegoat fuck ya menta health fr', 'It’s scary that we gotta pay for mental health that shit is a privilege', 'never thought  i would be questioning my mental health. i just want to leave my house']"
1245,19,1245_student_loans_debt_loan,"['student', 'loans', 'debt', 'loan', '100k', 'abreast', 'adhczmnop6', 'strikedebt', 'semesters', 'daquanegypt']","['I can pay off all my student debt rn but why would I do that ? Fuck them niggas 😂😂', 'LMAO nigga said it was student loans or child support and he chose student loans 😭😭😭😭😭😭', 'She done told niggas don’t worry bout no Debt/student loans 🗣']"
1246,19,1246_kids_beds_1zlineayfd_xaviersonline,"['kids', 'beds', '1zlineayfd', 'xaviersonline', 'juliusfndiamond', '7ccvqfckdk', '5lisbxs4a2', '4m8hgshqus', '3vy44jkdha', 'qkg2zbxvap']","['I take such perverse pride in my kids having strangely enormous heads. Each kid repeatedly setting records at their… https://t.co/e4WOsV5TE0', '@Helna_Handbskt @bgkelley411 Indeed. It’s a mixture of all selfish bullshit. And they drag their kids into it which… https://t.co/4M8HGshQus', ""@JuliusFnDiamond @BlueVeggie @xaviersonline @BanahaSweet the kids don't assume everything is deviant and are not as… https://t.co/1ZLinEaYfd""]"
1247,19,1247_leadership_fit_leaders_0prr5qufyc_maebe_a_girl,"['leadership', 'fit_leaders', '0prr5qufyc', 'maebe_a_girl', 'mgadoh2gos', 'lashnolen', 'alforla2022', 'eirrllhmov', 'manvellwriting', 'qctpu0knxz']","['#loveisthemessage ❤️#focusonthegoal #unityindiversity \n#leadership @ Sherman Oaks https://t.co/MgAdOh2GOS', 'Pool leadership and lack of unity 😥', 'This sounds like #inclusion and #equity to me #leadership']"
1248,19,1248_trippin_travelin_lyinnnnnnn_stillll,"['trippin', 'travelin', 'lyinnnnnnn', 'stillll', 'arozarena', 'tourette', 'floppin', 'tourist', 'wcw', 'homelander']","['This nigga trippin', 'This nigga trippin', 'This nigga trippin']"
1249,19,1249_icon_lmaolikebts1_gentiebranch_icons,"['icon', 'lmaolikebts1', 'gentiebranch', 'icons', 'eum6ai35ef', '9e5az3wr6a', '78kabuokaz', 'crosser', 'aqctuzsplk', 'fube0fyr0h']","[""@lmaolikeBTS1 @gentIebranch You're arguing semantics now. A gay icon 4 what it stands or an icon that happens to be… https://t.co/fuBE0fYr0H"", 'gay icon tbh', ""@lmaolikeBTS1 @gentIebranch An icon that is gay isn't necessarily a gay icon lol\nBoth words are extremely loaded in… https://t.co/EUM6ai35ef""]"
1250,19,1250_bitches_q894xfutfi_ripdmx_guap,"['bitches', 'q894xfutfi', 'ripdmx', 'guap', 'damnnnnn', 'beater', 'want', 'ambition', 'lust', 'twerking']","['What these bitches want from a nigga', 'What these bitches want from a nigga', 'Lmfao bitches really want everything and give nothing in return but pussy🤣🤣 niggas like a lil appreciation sometime… https://t.co/Q894XfutfI']"
1251,19,1251_deanbrowningpa_scientist_fc1ks4udmi_mwsqn0024x,"['deanbrowningpa', 'scientist', 'fc1ks4udmi', 'mwsqn0024x', 'vnlsa28thu', 'fu311ing', 'sw6uz414qh', 'kaedenyo', 'lfzm2xvryu', 'rembered']","['@DeanBrowningPA Is this coming from you or a black gay man? Lol', '@DeanBrowningPA @realDonaldTrump Gay black man say what?', '@DeanBrowningPA Im a gay black man.....']"
1252,19,1252_handcrafted_madeinla_madeinusa_nory,"['handcrafted', 'madeinla', 'madeinusa', 'nory', 'usmade', 'locum', 'artisan', 'candy', 'kosher', 'vegan']","['#handcrafted #artisan #confection by #nory #locum #candy #kosher #vegan #madeinUSA #USmade #madeinLA #Armenian @ Wi… https://t.co/SuVDtnqVXb', 'Few trays of #nory #handcrafted #artisan #locum #candy #kosher #vegan #madeinUSA #USmade #madeinLA… https://t.co/oYAvLfSg2g', '#pomegranate #nory #handcrafted #artisan #locum #candy #heart #kosher #vegan #madeinUSA #USmade #madeinLA @ Winnetka https://t.co/CrydTRMlJ8']"
1253,19,1253_dolphins_dolphin_sharks_qgpsakawl2,"['dolphins', 'dolphin', 'sharks', 'qgpsakawl2', 'calondraig', 'cxpy7od88a', 'wnzeldashington', 'lavsmia', 'z7toanyh9d', 'magicsburner']","['@ChuckWendig Dolphins are just gay sharks.', 'False : ace Ventura a Dolphins fan smh', 'Dolphins?? This nigga just wanna live in Miami']"
1254,19,1254_anthem_national_1ttddkv2wh_clnpuddingnacl1,"['anthem', 'national', '1ttddkv2wh', 'clnpuddingnacl1', 'mggjhrhhfm', '27k', '40jb8maerg', 'y05y4idesp', 'yt0xk2mys7', 'arkb0ylpxv']","['@marklevinshow Makes me want to puke. Don’t get me wrong. I have no problem with a black anthem, but we stand for our national anthem.', 'I cant remember the last time i seen a non black person sing the national anthem??....', '@thehill Black national anthem?? I can guarantee you that most blacks never knew about this *anthem* 🙄']"
1255,19,1255_firefighters_responders_firefighter_nurses,"['firefighters', 'responders', 'firefighter', 'nurses', 'janitors', 'doctors', 'ems', 'emt', 'healthcare', 'thankyou']","['We stand with all First Responders... #firefighter #police #EMT 💙❤💚💛🧡💯🇺🇲 @ Los Angeles, California https://t.co/tfW9j9RQOj', 'A parade to thank all of our nurses, doctors, janitors, police officers, firefighters, first responders, and all es… https://t.co/qfFeDlZezm', 'A parade to thank all of our nurses, doctors, janitors, police officers, firefighters, first responders, and all es… https://t.co/hNdA1yBL8e']"
1256,19,1256_looting_qandzohxnh_wb7zybjv51_l4ypnm095y,"['looting', 'qandzohxnh', 'wb7zybjv51', 'l4ypnm095y', 'muxzobd87p', 'exoirenc', 'jdah3gax3q', 'mdrqutbycz', 'j8kmmfesxj', 'mnot6kpgig']","['Looting is a form of justice too', 'looting takes away from what this cause is actually about. looting doesn’t bring justice to whats happened for year… https://t.co/RVsznHQ8yh', '@mislayla @jadebabyy1 @batmanbrickfilm @Monalise_ah @nathaliewrth How is looting going to bring justice for the liv… https://t.co/gs6iAJTHph']"
1257,19,1257_bandage_bandages_scars_ace,"['bandage', 'bandages', 'scars', 'ace', 'arch', 'stroke', 'mixiebren', 'sqybcpuu40', 'tdap', 'booke']","['I’ve been wearing slides with an entire ace bandage rolled up under my foot for the past week and that’s the only thing that works.', 'I suspect they have an ace bandage up their sleeve.', 'Just had to wrap my foot in an ace bandage smh']"
1258,19,1258_met_jerrell_darcskin_lmaoooooooooooooooo,"['met', 'jerrell', 'darcskin', 'lmaoooooooooooooooo', 'dickriders', 'never', 'clique', '1k', 'needed', 'irl']","['Never met a nigga real till me', 'I’ve never met a nigga so dumb 😭😭😭', 'I ain’t never met a nigga like me or a bitch I need 🥴']"
1259,19,1259_stopasianhate_wyclef_jin_mc,"['stopasianhate', 'wyclef', 'jin', 'mc', 'hatred', 'aapi', '1cnod86mt0', 'arelad06zz', 'aridrennen', 'ji4qoe3uxv']","['#stopasianhate #fuckracism #chooselove #prayingforbetterdays #stoptheviolence #hateisavirus #racisminamerica @ Los… https://t.co/jchfr0z4uE', ""Stop The Hatred, by MC Jin &amp; Wyclef Jean, is more than just a song. It's a movement to promote equality for all peo… https://t.co/M0MtvKjz3P"", ""Stop The Hatred, by MC Jin &amp; Wyclef Jean, is more than just a song. It's a movement to promote equality for all peo… https://t.co/ilHUgW5CkQ""]"
1260,19,1260_fight_mr_sirrell_x33yryfj8n_lmnot6lecka,"['fight', 'mr_sirrell', 'x33yryfj8n', 'lmnot6lecka', 'waiti', 'uninteresting', 'verzuz', 'doonies', 'fights', 'wayment']","['Ain’t many niggas EVER seeing Pharrell (and Chad Hugo) in a Verzuz battle.', 'Lmao these niggas can’t fight that’s why', 'Sad thing is this is how most fights NYC are period! No one ever shoots the ONE. It’s ALWAYS 30 others niggas waiti… https://t.co/X33YRyFj8N']"
1261,19,1261_angels_riseupasone_defendblacklives_gold,"['angels', 'riseupasone', 'defendblacklives', 'gold', 'city', 'riseup', 'faithful', 'b4cqowza0d', 'anacrime', 'yucnaajah4']","['Los Angeles. City of Angels. Home of the black &amp; gold we are forever faithful 😇', 'Los Angeles\nCity of Angels\nHome of the black and gold\nWe are for ever faithful. \n🖤💛🎶🥁🥁🥁🥁🥁🥁', 'The city of angels... is black and gold. 🖤💛']"
1262,19,1262_wear_bandana_4sure2lose__dubzywubzy_,"['wear', 'bandana', '4sure2lose', '_dubzywubzy_', 'ac4hjwi5u2', 'aussieanne17', 'bazyjonesy', '9ta8trwrgu', 'loyalt', 'borismike17']","['@DonovanTrevino_ @Griz @wreckno Please wear the controversial pride bandana outfit 😍😍😍😍', ""@caitxpa I've been Toro, Yuntoro, and killatubby. I wear them all with pride"", '@bazyjonesy @Lovepichi_ @_DubzyWubzy_ @carolinebrehman @JayKayDanks Actually, way higher because blm actually wore… https://t.co/czWTY85nSt']"
1263,19,1263_haircut_shaved_gayboy_whiteboy,"['haircut', 'shaved', 'gayboy', 'whiteboy', '07ph6cje51', 'uiug5rgria', 'bruley', 'p5d6x8szyn', '0rn3sqy9nj', 'tq5t9xetrs']","['Just cause I was feelin my haircut 😋 #gay #gayboy #LGBTQuarantine #lgbtq #makeup #mua #haircut #Quarantine https://t.co/4P4090R5XN', 'There’s nothing more powerful than a gay after getting their haircut😌', 'I think I’m getting the bisexual haircut again after this quarantine']"
1264,19,1264_music_mexican_zuvolpxexd_marimbas,"['music', 'mexican', 'zuvolpxexd', 'marimbas', '8fq4ibrs4w', 'brillan', 'mechon', 'beos', 'henriok2', 'uffrmesk80']","['@henriok2 Yeah, I figured there was a national pride element to BeOS.\n\nThe Amiga wasn’t as popular in France as it… https://t.co/ZuVolpxExD', '@FIDLER_22 yes sir. i am into all kinds of music but my preference is heavy . hard rock. mexican regional music . a… https://t.co/UFfrMeSK80', 'mexican music so romantic, dique tus ojos como brillan, tu piel hermosa but our music b like TU QUIERE QUE TE LO META']"
1265,19,1265_prejudice_glitchcore_hudalasagna_iban6fysee,"['prejudice', 'glitchcore', 'hudalasagna', 'iban6fysee', 'danmeoww', 'watching', 'pride', 'pausing', 'darcy', 'countryside']","['Oh no... not me watching Pride &amp; prejudice again 🤪', 'where can i watch pride and prejudice', 'Watching pride and prejudice 😩']"
1266,19,1266_unity_mounts_clu8kdkpfk_xkmzhgubsn,"['unity', 'mounts', 'clu8kdkpfk', 'xkmzhgubsn', 'tblyk86kqd', 'cwgdngwkio', 'hkja65qfua', 'ni1xoycrmh', 'uktxv7ikwj', 'h4uhzlkiwd']","['I dream of unity but also of multiple indictments being unsealed and Trump being arrested in a pre-dawn raid literally tomorrow morning.', 'Pressure mounts on Trump to project unity\n\nI was thinking about this and it is about as likely to succeed as expect… https://t.co/viUgwQYxMx', 'Pressure mounts on Trump to project unity\n\nI, for one, cannot understand how President Pandora can call for unity w… https://t.co/3T4IRkaATL']"
1267,19,1267_nigeria_nigerian_ntagmn_endsars,"['nigeria', 'nigerian', 'ntagmn', 'endsars', 'competently', 'professionally', 'involvement', 'rank', 'nigerians', 'rxcknaqc2o']","['EndSARs police brutality a global pandemic #Nigeria we stand with you across the seas', 'This is the hashtag to call for an end to police brutality in Nigeria', 'Damn so Nigeria government N police force is killing citizens &amp; people who protesting against. Wtf']"
1268,18,1268_coconut_sugar_aminos_pineapple,"['coconut', 'sugar', 'aminos', 'pineapple', 'cilantro', 'zrps84aaus', 'eeeeeats', 'jzwu6x0jyd', 'letsgooo', 'vingzpiqnq']","['PSA I was recently introduced to coconut aminos as a healthier alternative to soy sauce and it is significantly tas… https://t.co/zRPs84AAUs', 'malibu_rum malibusa \n- Straw coconut \n- Pineapple Coconut \n- Passionfruit coconut \n- Lime coconut \n@mrksliquor… https://t.co/3zE4pIKQtT', 'Coconut 🥥 candyapples🍭 .\n#hawaiiancandyapples #apples #umbrella #coconut #chocolate #candyapplestreats #buffettable… https://t.co/BPqO3C8xC7']"
1269,18,1269_covid_thag_atl_wesley,"['covid', 'thag', 'atl', 'wesley', 'tastebuds', 'catch', 'inv', 'pipes', 'scaring', 'dnt']","['Nah that nigga got COVID', 'U niggas got covid', 'This nigga got Covid']"
1270,18,1270_appreciate__brylannnn_byvirux_michaaeltmb,"['appreciate', '_brylannnn', 'byvirux', 'michaaeltmb', 'hahahahs', '_credd_', 'czyxsnake', 'thankyouuu', 'thechopstars', 'robsview_']","['Aye @TheChopstars, thank you for blessing niggas with this chop not slop RMR project.', '@byVirux yooo thank you bro you a real one I appreciate it my nigga', '@ninofresh103 Appreciate it my nigga Cinco #WhoopNation 🤟🏽']"
1271,18,1271_blind_vision_emfucking_restinpeaceyaya,"['blind', 'vision', 'emfucking', 'restinpeaceyaya', 'qkyu0094ub', 'a92kkmd6od', 'hahahahahahhaa', 'hoochipapi', 'blindfolds', '2heimakesbeats']","['I’m blind in 1 eye so I ran over 2 niggas by mistake', 'blind niggas lead the blind without a destination', 'Now niggas blind']"
1272,18,1272_rockgodphotog_dankojones_grinds_gears,"['rockgodphotog', 'dankojones', 'grinds', 'gears', 'passive', 'aggressive', 'kind', 'thepinktaco69', 'jessewente', 'brunodickemz']","['@RockGodPhotog @dankojones This kind of passive aggressive racism really grinds my gears.', '@RockGodPhotog @dankojones This kind of passive aggressive racism really grinds my gears.', '@RockGodPhotog @dankojones This kind of passive aggressive racism really grinds my gears.']"
1273,18,1273_charlie_3_actor_blackandwhiteportrait_coolpeople,"['charlie_3', 'actor', 'blackandwhiteportrait', 'coolpeople', 'makeart', 'makeportraits', 'relaxing', 'stayhome', 'theatrical', '53woydw5qj']","['Doin it right charlie_3.0 //\n.\n.\n.\n#blackandwhiteportrait #losangeles #relaxing #actor #stud #stayhome @ Hollywood https://t.co/Jl4xqB7zzV', 'Doin it right charlie_3.0 //\n.\n.\n.\n#blackandwhiteportrait #losangeles #relaxing #actor #stud #stayhome @ Hollywood https://t.co/gez0489ffA', 'Doin it right charlie_3.0 //\n.\n.\n.\n#blackandwhiteportrait #losangeles #relaxing #actor #stud #stayhome @ Hollywood https://t.co/apOFUyK8M9']"
1274,18,1274_sun_sunny_yeaaa_sunrise,"['sun', 'sunny', 'yeaaa', 'sunrise', 'qzldnixcvh', 'fgi7pdvl2w', '__angelofdeathh', 'hvmcrma4sf', 'ss01rxlyvt', 'spydy69']","['Man if the sun was a nigga I’d sleep cuz 😂', 'The Sun got niggas Wanna come outside', 'Get some sun today niggas']"
1275,18,1275_beach_longbeachprotest_long_longbeachmayor,"['beach', 'longbeachprotest', 'long', 'longbeachmayor', 'longbeach', 'hermosa', 'ktbaxnbalu', 'wy7whkbrkq', 'sup3kkuzci', 'pasedena']","['Anyone know of any protests in Long Beach happening this week?\n#LongBeachProtests #LongBeachProtest #BlackLivesMatter #LongBeach', 'RESPECT LONG BEACH ! \n#LongBeachProtest #protests @LongBeachMayor https://t.co/g0xL6mqCtn', 'No protests in Long Beach?']"
1276,18,1276_marcus_smart_flopping_chrispaff30,"['marcus', 'smart', 'flopping', 'chrispaff30', 'r7tvpuf2wu', 'nmcpsdubtr', 'offtzyz8sa', 'rsvtwsbbzl', 'ciutchezz', 'jkoji57eq4']","['Lmao if Marcus Smart ain’t the most flipping nigga I’ve ever seen in my life', 'Marcus Smart is one flopping ass nigga 😒', 'Lmao if Marcus Smart ain’t the most flopping nigga I’ve ever seen in my life']"
